plan,carrier,metal,market,plan_year,hsa_qualified,deductible_single,deductible_family,oop_max_single,drug,drug_kind,dose,formulary_tier,formulary_flags,covered,thirty_day_price_basis_usd,price_basis,phase,member_pays_usd,how_calculated,cap_usd,member_pays_under_hf3652_usd,monthly_saving_usd,cap_note,plan_source,formulary_source,price_source
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,3714.22,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",1121.77,30% coinsurance on the allowed amount (NADAC floor),25.00,25.00,1096.77,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",10.00,copay $10.00,25.00,10.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",10.00,copay $10.00,25.00,10.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",20.00,copay $20.00,25.00,20.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",20.00,copay $20.00,25.00,20.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,1171.05,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",239.21,20% coinsurance on the allowed amount (NADAC floor),25.00,25.00,214.21,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,3714.22,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Gold,ucare,Gold,Minnesota individual,2026,no,1500.00,3000.00,8500.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",747.84,20% coinsurance on the allowed amount (NADAC floor),25.00,25.00,722.84,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5377, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5377_IFP-Gold_SBC_2026. Deductible $1,500 / $3,000; out-of-pocket limit $8,500 / $17,000: p. 1. Drug rows, p. 3: Tier 1 $10, Tier 2 $20, Tier 3 $125, deductible does not apply; Tier 4 and Tier 5 20% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,2,,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,2,,yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,PA,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,PA,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,4,QL (34 per 34 days),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,1171.05,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,4,QL (34 per 34 days),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",598.02,50% coinsurance on the allowed amount (NADAC floor),25.00,25.00,573.02,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
Medica Applause Bronze Share Plus Metro,medica,Bronze,Minnesota individual,2026,no,5000.00,10000.00,10600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",absent,no occurrence of EPIDIOLEX or cannabidiol,no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, https://www.bolgerapps.com/medica_sb7/usum/output_cache/1111-238813-2025120409125326645-final.pdf. Deductible $5,000 individual / $10,000 family for network services; out-of-pocket maximum $10,600 / $21,200: p. 1. Drug rows, p. 3: preferred generic $30 copay, deductible does not apply; preferred brand and non-preferred generic $200 copay, deductible does not apply; non-preferred brand 50% coinsurance; specialty 60% coinsurance. Non-network: not covered.","Medica, 2026 Medica Individual & Families Drug List, Minnesota, table footers dated September 2026, 124 pp., https://www.medica.com/-/media/Documents/Pharmacy/Individual/2026/2026-IFB-Formulary-MN.pdf Tier key: Five tiers, named on PDF p. 6: 1 ACA Preventive Drugs, 2 Preferred Generics, 3 Preferred Brands and Non-Preferred Generics, 4 Non-Preferred Brands and Non-Preferred Generics, 5 Specialty. These names are the same as the row labels in Medica's SBCs, so the mapping from tier to dollar figure is exact. This drug: n/a.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
